web-scraper-order,web-scraper-start-url,title_raw,address_raw,price_raw,description_raw
"1678953563-1070","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=5&query=velos","VW T6.1 Multivan  ?California Ocean Liberty?","Solothurn, 4500, 13.03.2023","65'900.-","Bei Interesse: Für eine detaillierte Auflistung und mehr Fotos: Mailanfrage.


VW T6.1 Multivan 
?California Ocean Liberty? 
Bus/Camper, 2.0 TDI Generation


> Gekauft bei AMAG
> Service inkl. Öl und Pollenfilter (durchgeführt von AMAG): Dezember 2022
> Gaskontrolle (durchgeführt und 3 Jahre gültig: Mai 2022 
> 1. Inverkehrssetzung: 20. Dezember 2020
> KM Stand: 16?100 km (Stand: 9. Januar 2023)
> Neupreis: CHF 84?967.?
> Verkaufspreis Januar 2023: 65?900.? 
> zu kaufen: ab sofort

> 8-fach bereift (Original VW Felgen inkl. Abdeckung)
> Scheiben heizisoliert
> Scheiben zusätzlich dunkel getönt im Schlafbereich
> inkl. Fahrradträger (3 Velos)
> elektrisches Panoramadach
> Standheizung, 2 Batterie eingebaut
> Aussenfarbe: Ascotgrey, Innenfarbe: Grau & Holz
> inkl. Sicherheitspaket, Navi, Digitalcockpit, etc. 
> Automatikgetriebe, Diesel, 150PS"
"1678953563-1071","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=5&query=velos","VERMIETE: Dachträger für Skoda Superb 2x Velo oder 4x Ski","Zürich, 8049, 13.03.2023","30.-","Da sie die meisste Zeit im Jahr im Keller stehen, verleihe meine Thule Dachträger für den Skoda Superb mit Dachreling. Diese sind auch für andere Fahrzeug Modelle wie Mercedes, BMW, Audi, Seat, Volkswagen, Ford, Opel, Peugeot, Renault, Subaru, Volvo, etc. mit Dachreling nutzbar. 

Folgende Bauteile:

2x Querträger (Thule SmartRack 794 (127cm) / Thule Rapid Railing 757) 
mit 
2x Thule Pro Ride für zwei Velos / Fahrräder
oder
2x Thule Snowpro 745 für bis zu 4 Paar Ski (Breite 39cm)

Alle Teile sind abschliessbar
Preis gilt pro Woche"
"1678953563-1072","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=5&query=velos","Sehr gepflegtes Wohnmobil für 6 Personen","Obwalden, 6072, 13.03.2023","25'000.-","Sehr gepflegtes und geräumiges Wohnmobil für 6 Personen.
- MFK ende Mai 2022.
- Gaszertifikat Juni 2022.
- Abgastest Juni 2022.
- Zahnriemen ersetzt 2020.
- 2.5l Turbodiesel.
- Fiat Ducato mit Knaus Aufbau.
- Länge 7m, Höhe 3.10m.
- Alkoven.
- 6 Schlafplätze.
- 3 flammiges Gasrechaud.
- Spühlbecken.
- Kühlschrank mit Gefrierfach mit Gas, 12V oder 220V betrieben.
- Gasheizung mit Gasboiler.
- Bad mit Spühlbecken, Chemietoilette und Dusche.
- Grosse Garage/Stauraum zB für Roller usw.
- Velogepäckträger für bis zu 4 Velos.
- grosses Vorzelt Inkl.
- Markise.
- Sehr hell da viele Fenster.
- Rückfahrkamera mit Schwarzweiss Röhrenbildschirm.
- Solaranlage (2021) für Campingbatterie (reicht nicht um Kühlschrank zu betreiben).
- Aus 2. Hand (Vorbesitzer und ursprünglicher Käufer im Freundeskreis).
- Absolut kein Rost. Fahrzeug ist in einwandfreiem Zustand (ohne Beanstandungen bei letzter MFK).
- Leichter Parkschaden an Kunstoffteilen an der Rückseite (repariert).
- Das Wohnmobil ist sofort Einsatzbereit ohne zusätzliche Investitionen.
- Besichtigung gegen Voranmeldung.
- Barzahlung bei Abholung.
- Keine Garantie.
- Privatverkauf.
- Verfügbar ab 1. September 2022."
"1678953563-1073","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=5&query=velos","Neue E-Velos (zum klappen)","Aargau, 5413, 13.03.2023","950.-","Ihr Vorteil: Sie bieten Ihren Mitarbeitern ein trendiges, praktisches und nachhaltiges Transportmittel für den Nahverkehr an. Ideal für Pendler, Camper und Personen, mit beschränktem Abstellplatz.

Bike Typ: Smarte
Mobiltätslösung für sportive Menschen, ideal für nahe Distanzen in urbanen
Gegenden und «en route»
Motor: Bafang SWXH2 Nabenmotor
Leistung: 250W/25NM
Batterie: 36V/8.7 AH (integriert in Rahmen)
Rahmen: Aluminium (schwarz matt)
Schaltung: Shimano SL M315, Acera 7 Gang
Bremsen: Shimano ABRT4000, Felgenbremse
Licht: ja
Gepäckträger: ja
Pedale: ja (City)
Ständer: ja
Geschwindigkeit: 25km/h
Gewicht: 19.6kg
Radgröse: 20??
Reifen: Kenda K924

Normaler Verkaufspreis: CHF 1590--
Bei uns für: CHF 950.-"
"1678953563-1074","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=5&query=velos","Neue E-Velos (zum klappen)","Aargau, 5413, 13.03.2023","950.-","Sie bieten Ihren Mitarbeitern ein trendiges, praktisches und nachhaltiges Transportmittel für den Nahverkehr an. Ideal für Pendler, Camper und Personen, mit beschränktem Abstellplatz.
Bike Typ: Smarte
Mobiltätslösung für sportive Menschen, ideal für nahe Distanzen in urbanen
Gegenden und «en route»
Motor: Bafang SWXH2 Nabenmotor
Leistung: 250W/25NM
Batterie: 36V/8.7 AH (integriert in Rahmen)
Rahmen: Alloy (flat black
Schaltung: Shimano SL M310, Acera 7 Gang
Bremsen: Shimano ABRT4000, Felgenbremse
Licht: ja
Gepäckträger: ja
Pedale: ja (City)
Ständer: ja
Geschwindigkeit: 25km/h
Gewicht: 19.6kg
Radgrösse: 20??
Reifen: Kenda K924
Normaler Verkaufspreis: CHF 1790.-
Bei uns: CHF 950.-"
"1678953563-1075","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=5&query=velos","Kinder Sitz für Velo (Universal)","Basel-Landschaft, 4414, 13.03.2023","60.-","Gebrauchter Velo Kindersitz in guten Zustand. 
Kann bei mehrere Velos  Modelle montiert werden. Grösse verstellbar. 

Bei Interesse können Sie mich auch per TEL 0783170079 erreichen. 

Freundliche Grüsse"
"1678953563-1076","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=5&query=velos","Fahrradaufhänger, Veloaufhänger für bis zu 8 Velos","Solothurn, 5012, 13.03.2023","100.-","Fahrradaufhänger, Veloaufhänger für bis zu 8 Velos

Feuerverzinkt, beste Qualität.

Masse: 250cm  x 38cm x 3cm

Gebraucht

Nur Abholung in 5012 Schönenwerd, kein Versand"
"1678953563-1077","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=5&query=velos","Appartement Bern - 2 pièces","Bern, 3014, 13.03.2023, auf homegate.ch","1'480.- pro Monat","Nachmieter gesucht für geräumige, helle 2-Zimmer Altbau Wohnung in der Lorraine/Breitsch. Gewünschter Termin: Mitte April. Spätester Einzug Mai Die Wohnung befindet sich im Lorraine / Breitsch Quartier in der Nähe der Aare. Grosser Balkon (Südseite). Blick auf Gurten und Aare. Es hat einen grosser Keller mit Platz für Velos. ÖV in wenigen Minuten erreichbar"
"1678953563-1078","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=5&query=velos","Appartement Niederbuchsiten - 4 pièces","Solothurn, 4626, 13.03.2023, auf homegate.ch","1'950.- pro Monat","Ab sofort oder nach Vereinbarung.
Im Steuergünstigen Niederbuchsiten mit nur 107%. (Kantonaler Durchschnitt 116%)
Highlights:
1. Preis inkl. allen Nebenkosten und inkl. 2 Einstellhallenplätzen für Autos, Töff, Anhänger und Velos
2. Mit verglaster Terrasse, eigenem Garten, Hochbeeten und Whirlpool für bis zu 5 Personen
Sehr schöne gemütliche 4.5 Zimmer Wohnung in ruhiger, familienfreundlicher Lage in einer finanziell stabilen Gemeinde (stabile bis sinkende Steuerfüsse) in der es sich angenehm und lange zufrieden Leben lässt.
Aktives Dorfleben mit Vereinen, Festen und Veranstaltungen.
Gemeinde 4626 Niederbuchsiten (SO)
Wohnfläche 100 m²
Stockwerk Erdgeschoss
Verfügbarkeit ab sofort per nach Vereinbarung.
Preis Bruttomiete (Monat) CHF 1'950.--
Nebenkosten (Monat) CHF 200.--
Nettomiete (Monat) CHF 1'750.--
Angebotspreis inkl. 2 Einstellhallenplätzen mit Fernbedienung für Autos, Töff, Anhänger und Velos. (Weitere Plätze für je 100CHF pro Monat) 4 Hauseigene Besucherparkplätze.
Wir stehen für bezahlbaren Wohnraum in der Region.
Bei uns bekommen sie eine tolle Wohnung zum Spitzenpreis.
Hervorragender Anschluss an das ÖV-Netz mit Bushaltestellen (5 Gehminuten) und Bahnhof (10 Gehminuten), Poststelle, Dorfladen, Bank, Kindergarten und Primarschule (3 Gehminuten), gutes Restaurant, diverse Vereine und Veranstaltungen.
Modernes, renoviertes und gepflegtes Haus mit guter Energieeffizienz und grossem hauseigenen Umschwung mit Spielplatz.
Helle, lichtdurchflutete Zimmer. Grosszügig geschnittene Zimmer mit viel Platz, auch dank der vielen praktischen Einbauschränke. Alle Räume mit Bodenheizung für optimalen Komfort. Alle Fenster mit hochwertigem Insektenschutz und abschliessbaren Fenstergriffen für maximale Sicherheit.
Eingangsbereich
Grosszügiger Eingangsbereich mit grossem Einbauschrank für Jacken, Schuhe, Reinigungsgeräte uvm.. Zweiter Flur zu den weiteren Zimmern inkl. Reduit mit weiterem Stauraum
2 Bäder
(Bad 1 mit Dusche, WC, Waschbecken / Lavabo, beheizbarer Handtuchtrockner, Spiegelschrank, Lüfter mit Dampfabzug)
(Bad 2 en suite im Schlafzimmer mit Badewanne, WC, Doppelwaschbecken / Doppellavabo, beheizbarer Handtuchtrockner, Spiegelschrank und 2 Fenstern)
Küche
Mit Granitabdeckungen, neuem Miele Geschirrspüler, Miele Glaskeramik Herd, neuem Siemens Backofen, Miele Dampfgarer/Steamer, grossem neuen Miele Kühlschrank mit Tiefkühlzone und grossem hellen Essbereich für einen grossen Esstisch. Zwischen Küche und Essbereich ist ausserdem eine Bar integriert.
Wohnzimmer Mit riesiger Glasfront aus bodentiefen Fenstern Richtung Süden mit schönem Ausblick und Cheminee inkl. Lüfter zur Wärmeverteilung für romantische Abende. Zugang zur grossen verglasten Terrasse (Wintergarten) und dem eigenen Garten mit Blick ins Gäu, auf den Born und die Jurabergkette.
Grosse verglaste Terrasse mit Reduit für Grill, Sitzkissen usw., Markise für sonnige Tage. Toller Garten mit Terrassenplatten, Hochbeeten, Grünfläche, abschliessbarem Gartentor und dem Highlight, den eigenen Whirlpool für bis zu 5 Personen.
2 Kinderzimmer / Mehrzweckzimmer / Büro mit grossen Einbauschränken. Riesiges Kellerabteil Mit eigenem, neuwertigem Wasch- und Trocknerturm / Tumbler. bzw. Waschtrockner Lavabo inklusive Durchlauferhitzer für Warmwasser. Mit einem grossen Einbauschrank. Mehrere Fenster mit Lichtschacht inkl. Insektenschutz.
Eigenes Holzabteil für das Chemineeholz.
Einstellhalle Mit automatischem Tor inklusive Fernbedienung. Abstellplätze für Töffs, Töfflis und Velos.
Die Zimmer sind gefliesst mit Bodenplatten bzw. mit hochwertigem Parkett oder Laminat für eine einfache Reinigung, und in allen Zimmern mit Bodenheizung ausgestattet.
Haustiere sind nach Absprache und mit besonderen Bedingungen erlaubt. Die Bedingungen betreffen vor allem Lärm, Geruch oder Verschmutzungen/Abnutzung.a
Wasserenthärtungsanlage (Entkalkungsanlage)
Es ist eine Wasserenthärtungsanlage montiert für angenehm weiches Wasser. Das spart viel..."
"1678953563-1079","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=5&query=velos","Chambre Fribourg - 5 pièces","Freiburg, 1700, 13.03.2023, auf homegate.ch","432.- pro Monat","Une chambre se libre dans une coloc à 5 personnes pour début d'avril. Elle se trouve à 10min à pied de miséricorde dans un petit quartier tranquille. Juste à côté, il y a une piscine publique, un stade d'athlétisme ainsi qu'une Migros pour faire les courses. La coloc comprend aussi les aménagement suivants: - 2 salles de bains - balcon - cuisine - machine à laver dans le bâtiment - garage à velos Nous sommes 4 jeunes adultes entre 24 et 29 ans (étudiants ou salariés) qui aiment partager des repas de temps en temps mais qui vivent également leur vie indépendamment. Nous sommes ouverts, bienveillants et motivés de passer des moments sympa en coloc :)"
"1678953563-1080","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=5&query=velos","Zu verkaufen","Bern, 3054, 12.03.2023","80.-","Diverse Kinder-Herren-Damen Velos (Bahnhofvelos)"
"1678953566-1081","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=4&query=velos","Fahrradträger für 3 Velos Neu","Aargau, 5334, 14.03.2023","150.-","Neu und Originalverpackt / Preis leicht verhandelbar!

Fahrradträger für 2 Velos und 1 Zusatz für 3. Velo Neupreis über 300.-

MFT 8200/bl Fahrradheckträger multi-cargo2-family Stufenlos abklappbares Hecktransportsystem zum sicheren Transport von bis zu vier Fahrrädern für die Anhängevorrichtung mit einem konkurrenzlosen Preis-/Leistungsverhältnis. Die obere Befestigung der Fahrräder erfolgt über stabile Metallhalteklammern, die zum Schutz der lackierten Fahrradrahmen mit einer weichen Kunststoffschicht versehen sind. Die Befestigung der Laufräder erfolgt über stabile und stufenlos verstellbare Radschalen und Zurrbänder. Generell empfehlen wir, dass die oberen Befestigungsklammern am Sattelrohr befestigt werden. Zur Reduzierung des Staumaßes kann der Haltebügel nach unten geklappt werden. Erfüllt höchste Sicherheitsanforderungen. Vorbereitet für den einfachen Anschluss einer dritten Bremsleuchte. NEUE VERSION ab 2009. Farbe: SCHWARZ. Fahrradträger zur Montage auf der Anhängerkupplung für 2 Fahrräder, mit Adapter auch für 3 und 4 Fahrräder Verbesserungen gegenüber Vorgängerversion (erkennbar an grauer Lackierung): - Reifenhalter erhöht - Reifenbänder um 5 cm verlängert - neuer Rückleuchten-Satz in neuem Design - Verbesserte Erstmontage der Haltestange Auch für Alu-Kupplungen von Audi (max. 2 Räder) und BMW geeignet. Zum Kundenstamm der Firma mft zählen auch Automobilhersteller wie BMW, DaimlerChrysler, Renault und Volkswagen, welche mft-Fahrradträger als Originalzubehör vertreiben.

EURO-BE, keine Eintragung oder TÜV-Vorführung erforderlich

alle Schrauben sind aus nichtrostendem Edelstahl

abklappbare Haltestange zur platzsparenden Aufbewahrung in der Garage, im Keller...

Diebstahlsicherung für den Träger und die Fahrräder ist serienmäßig im Lieferumfang enthalten patentierter Schnellverschluss

13-poliger DIN-Stecker

ausführliche und detaillierte Montage und Bedienungsanleitung

Design auch für aktuelle Fahrzeuge sehr ansprechend

die Bauteile sind galvanisch verzinkt und mit schlagzäher, lösungsfreier PU-Beschichtung versehen"
"1678953566-1082","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=4&query=velos","E-Bike Winora Sinus i10, Grösse L, Bosch Performanceline","Bern, 3072, 14.03.2023","1'990.-","Ich verkaufe mein Winora Sinus i10 Grösse L (56, ich bin 185 cm gross), weil ich mittlerweile nur noch mit den Velos ohne Motor unterwegs bin. Das E-Bike ist ideal zum Pendeln, Veloanhänger ziehen (Kleinkindertransport), einkaufen etc. Es hat Jahrgang 2019, 3700 km und ist frisch ab Service von Velo Gfeller. Der komplette Antrieb wurde im Nov 2021 ersetzt, seither bin ich noch ca 800 km gefahren, ein Wechsel ist also frühestens nach weiteren 2000 km notwendig. Der Akku wurde getestet und hat noch 93.6 % Kapazität. Weitere Details:
-Motor Bosch Performanceline, 65Nm
-Unterstützung in 5 Stufen, bequem mit Daumen verstellbar, grosses Display in der Mitte
- Akku 500 Wh
- Schaltung Shimano SLX 10 Gang
- Scheibenbremsen
- Federgabel
- Anhängerkupplung, Gepäckträger

Velokorb gebe ich dazu, kann aber natürlich demontiert werden. Der Sattelschutz gehört aber nicht zum Angebot.
Das Velo kann gerne besichtigt und probegefahren werden."
"1678953566-1083","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=4&query=velos","Fahrradträger Fabbri für 3 Fahrräder (Veloträger)","Zürich, 8913, 14.03.2023","455.-","Zum Verkauf steht ein ausgezeichnet erhaltener Fahrradträger für drei Fahrräder der Marke Fabbri. Der Veloträger kann ganz einfach auf der Anhängerkupplung / dem Kugelkopf montiert werden. Auf dem Träger können insgesamt 3 Velos / 3 Fahrräder, E-Bikes etc. befestigt werden. Der Fahrradträger wurde von uns auf einem Range Rover und einem BMW X5 eingesetzt. Der Veloträger verfügt über eine eigene Beleuchtung / Rücklichter, die über die Steckdose der Anhängerkupplung mit dem Zugfahrzeug verbunden werden. Die Handhabung ist sehr einfach. Für das Öffnen des Kofferraumes kann der Träger bequem abgekippt werden. Ebenso ist eine Diebstahlsicherung vorhanden. Damit ist sichergestellt, dass Unbefugte den Träger nicht einfach abmontieren können. Der Träger kann nach hinten abgekippt werden, sodass der Kofferraum ohne Demontage des Fahrradträgers geöffnet werden kann. Der komplett vormontierte Anhängerkupplungs-Fahrradträger aus Aluminium für den Transport von 3 Fahrrädern. Zusammen klappbar zur Aufbewahrung. Hochwertige Verarbeitung aus elektroverschweisstem Aluminium garantieren Leichtigkeit und Stärke. Ausziehbare MTB Schiene mit Ratschen Funktion Felgenhaltebänder. Verstellbare und ausziehbare Leuchten und Aluminium Nummernschilderhalter. Gewicht rd. 14 Kg.

Als Zahlungsmittel werden nebst CHF auch GBP, EUR und Bitcoin akzeptiert. Eine Heimlieferung / Versand gegen Kostenübernahme sind ebenfalls möglich.

---- on parle français ---- we speak english ----- parliamo (un pocco) italiano ----"
"1678953566-1084","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=4&query=velos","Mieten: Veloträger für 4 Velos","Bern, 3006, 14.03.2023","10.-","Der kompakte Veloträger Peruzzo Pure Instinct 4 bietet Platz für vier Velos. Montiert wird er auf der Anhängerkupplung und zusätzlich gesichert an der Heckklappe des Autos.

Fahrradträger-Miete:
1 Tag: CHF 10.-
7 Tage: CHF 55.-
14 Tage: CHF 90.-

Technische Daten:
Anzahl der Fahrräder: 4
Höchstgewicht pro Fahrrad: 15kg (keine E-Bikes möglich)
Neigefunktion mit Fussschalter: Ja
Anschluss: 13-polig Jaeger
Fahrradbefestigung: Rahmen und Räder
Maximale Rahmenrohr Grösse: 60mm
Maximale Radgrösse: 29 Zoll
Maximale Reifenbreite: 80mm
Diebstahlschutz: Ja"
"1678953566-1085","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=4&query=velos","Velo Fahrrad Heckträger VW Original (silber) für 4 Velos","Solothurn, 4500, 14.03.2023","690.-","Velo Fahrrad Heckträger VW Original (silber) für 4 Velos

Neupreis CHF 999.?
Gekauft bei AMAG Zuchwil


Abzuholen in 4500 Solothurn
ab sofort zu verkaufen


Produktbeschreibung
Der Volkswagen Original Fahrradträger ist aus eloxiertem Aluminium gefertigt. Somit lässt er sich leicht am Fahrzeug montieren. 

Das Öffnen der Heckklappe ist auch bei montiertem Träger (ohne Fahrräder) problemlos möglich. 

Der Fahrradträger verfügt über eine maximale Traglast von 60
kg. 

Dank der verschiebbaren Fahrradschienen sowie der mit einer Hand abnehmbaren Befestigungsarme ist die Beladung des Trägers mit bis zu 4 Fahrrädern komfortabel möglich. 

Darüber hinaus ist dank der in den Fahrradschienen verschiebbaren Befestigungsfüsse der sichere Transport gewährleistet."
"1678953566-1086","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=4&query=velos","Kindervelos für die Kleinsten mit nur 12 1/2 Zoll Rädern","Schwyz, 6403, 14.03.2023","70.-","Beide Kindervelos haben vorne eine Felgenbremse und hinten einen Rücktritt. Die Pneus und Bremsklötze sind original und noch fast neu. Das grüne ist ein Racer Apple und das gelbe ein Leopard Flipper. Sie können die Velos natürlich auch einzeln kaufen für je Fr. 40.--"
"1678953566-1087","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=4&query=velos","Velo 3 Stück Antik","St. Gallen, 8717, 14.03.2023","270.-","3 Velos alle mit neuen Pneu Schleuche alle fahrbar und gutem zustand kann besichtigt werden"
"1678953566-1088","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=4&query=velos","Halogen-Batterielampe ?Dioden-Rücklicht?. Für Velos","Schwyz, 8855, 13.03.2023","10.-","Rücklicht für Velos"
"1678953566-1089","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=4&query=velos","Fahrradträger Montblanc Super Rider +","Luzern, 6043, 13.03.2023","100.-","Gebrauchter Heckträger von Montblanc für 3 Velos, in gutem Zustand. Für Spezifikationen siehe Bilder. Ein Befestigungsriemen (siehe Bild) fehlt, kann jedoch gut ersetzt werden. 
Muss abgeholt werden"
"1678953566-1090","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=4&query=velos","Atera Kupplungsveloträger für 2 Velos","Bern, 3600, 13.03.2023","145.-","Veloträger für 2 Velos mit 
Schnellverschluss-Kupplung
Max Belastung 2x30kg (60kg)
Abklappbar mit Fahrräder
Abschliessbare Fahrradsicherung
Beleuchtungsanschluss
Gewicht ca. 14kg"
"1678953566-1091","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=4&query=velos","Damen Retro Cityvelo ab Service","Zürich, 8304, 13.03.2023","270.-","Ich verkaufe hir ein Damen Cityvelo frisch ab Service mit 3 Monate Garanti. 

Einige Komponenten sind ersetzt worden und alle meine Velos sind in einem top Zustand. 

Rahmengrösse: 52cm
2x6 Gang 

Preis ist leicht verhandelbar, bei fragen bitte anrufen oder schreiben.
Velo befindet sich in Wallisellen und ich habe noch weitere Velos zu verkaufen."
"1678953566-1092","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=4&query=velos","WIE NEU! Wunderschönes ALLEGRO SCHWEIZERVELO Versand möglich","Bern, 3814, 13.03.2023","699.-","*VERSAND MÖGLICH* ALLEGRO 7-Gang Qualitätsvelo in wunderbarem, fast neuwertigem Originalzustand. Das Velo wurde sehr wenig gebraucht.

Hersteller : Allegro
28 Zoll
Rahmengrösse : 50cm
7-Gang Nabenschaltung

Dieses Fahrrad wurde (im Gegensatz zu fast allen neuen Velos heute) in der Schweiz mit Qualitätskomponenten hergestellt:

Stahlrahmen
Pro-K Technology Komfortlenker
Shimano Nexus 7-Gang Nabenschaltung
Shimano Nexus Bremshebeln
Shimano Rollerbremse am Hinterrad
Shimano Felgenbremse am Vorderrad
thun Silverton Kurbeln
Rodi Vuelta Tempest Felgen
Funktionierende Original Beleuchtung
Pletscher Seitenständer
Pletscher Gepäckträger mit Klappkörbchen
Original Glocke
Original Rahmenschloss mit 1 Schlüssel
Selle Royal Ergo Gelsattel
Beide Michelin Reifen in sehr gutem Zustand

Das Velo wurde fachmännisch revidiert und gereinigt und der Vollservice durchgeführt. Es wurde kaum gebraucht und ist in sehr schönem Zustand und voll funktionstüchtig.

Super Velo ! Darauf sitzen und losfahren...

Besichtigung und Probefahrt möglich - bitte Termin vereinbaren.

Schauen Sie sich alle meine anderen Veloangebote auch an! Mit über 50 Velos im Angebot, finden Sie sicher das richtige für Sie !!

Abzuholen im Veloladen in 3800 Interlaken. Oder Versand per Bahn :
Abholung durch Käufer (Barzahlung) oder, gegen Vorauszahlung des Kaufbetrags plus Transportkosten (Fr. 21.-), an jeden bedienten Bahnhof mit Gepäckschalter in der Schweiz lieferbar.

Der Verkauf erfolgt unter Ausschluss jeglicher Gewährleistung, Garantie und Rücknahme, da Privatverkauf."
"1678953566-1093","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=4&query=velos","WIE NEU! Wunderschönes CRESTA SCHWEIZERVELO *Versand möglich","Bern, 3814, 13.03.2023","699.-","*VERSAND MÖGLICH* CRESTA 7-Gang Qualitätsvelo in wunderbarem, fast neuwertigem Originalzustand.

Hersteller : Cresta
Modell : Vento
28 Zoll
Rahmengrösse : 48cm
7-Gang Nabenschaltung

Dieses Fahrrad wurde (im Gegensatz zu fast allen neuen Velos heute) in der Schweiz mit Qualitätskomponenten hergestellt:

Stahlrahmen
Humpert ProTech Komfortlenker
Shimano Nexus 7-Gang Nabenschaltung
Shimano Nexus Bremshebeln
Shimano Rollerbremse am Hinterrad
Shimano Felgenbremse am Vorderrad
Shimano Nexus Kurbeln
Alesa Columbia Felgen
Funktionierende Original Beleuchtung
Pletscher Seitenständer
Pletscher Gepäckträger mit Pletscher Korb
Glocke
Pumpe
Original Rahmenschloss mit 2 Schlüsseln
Selle Royal Gelsattel
Beide Reifen in sehr gutem Zustand

Das Velo wurde fachmännisch revidiert und gereinigt und der Vollservice durchgeführt. Es wurde kaum gebraucht und ist in sehr schönem, fast neuwertigem Zustand und voll funktionstüchtig.

Top Velo ! Darauf sitzen und losfahren...

Besichtigung und Probefahrt möglich - bitte Termin vereinbaren.

Schauen Sie sich alle meine anderen Veloangebote auch an! Mit über 50 Velos im Angebot, finden Sie sicher das richtige für Sie !!

Abzuholen im Veloladen in 3800 Interlaken. Oder Versand per Bahn :
Abholung durch Käufer (Barzahlung) oder, gegen Vorauszahlung des Kaufbetrags plus Transportkosten (Fr. 21.-), an jeden bedienten Bahnhof mit Gepäckschalter in der Schweiz lieferbar.

Der Verkauf erfolgt unter Ausschluss jeglicher Gewährleistung, Garantie und Rücknahme, da Privatverkauf."
"1678953566-1094","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=4&query=velos","ENERGIESPAREND ! Mit dem REVIDIERTEN 3-Gang SCHWEIZERVELO !","Bern, 3814, 13.03.2023","349.-","ENERGIESPAREND ! Mit dem klassischen Silux 3-Gang Schweizervelo. *Versand möglich*

Schweizer Qualitätsvelo in sehr schönem Zustand und vom Fachmann revidiert.

Marke : SILUX
28 Zoll
Jahrgang : 1990
Rahmengrösse : 53cm

Dieses Fahrrad wurde (im Gegensatz zu fast allen neuen Velos heute) in der Schweiz mit Qualitätskomponenten hergestellt:

Stahlrahmen aus Schweizer Produktion
Komfortlenker mit Original Griffen
Weinmann Bremsen, Felgen und Chromstahlschutzblechen (nicht Plastik!)
Sturmey-Archer 3-Gang Nabenschaltung (die beste 3-Gang Nabenschaltung, die es je gegeben hat!)
Pletscher Gepäckträger und Seitenständer
Funktionierende Original Beleuchtung über Luna Dynamo
Glocke
Beide Reifen in gutem Zustand

Das Velo wurde fachmännisch revidiert und gereinigt und der Vollservice durchgeführt. Es ist, trotz Gebrauchsspuren, die dem Alter entsprechen (33 jährig!), in sehr gutem Zustand und voll funktionstüchtig.

Darauf sitzen und losfahren. Mit eigener Energie...

Besichtigung und Probefahrt möglich - bitte Termin vereinbaren.

Schauen Sie sich alle meine anderen Veloangebote auch an! Mit über 50 Velos im Angebot, finden Sie sicher das richtige für Sie !!

Abzuholen in 3814 Gsteigwiler (in der Nähe von Interlaken). Oder Versand per Bahn :
Abholung durch Käufer (Barzahlung) oder, gegen Vorauszahlung des Kaufbetrags plus Transportkosten (Fr. 21.-), an jeden bedienten Bahnhof mit Gepäckschalter in der Schweiz lieferbar.

Der Verkauf erfolgt unter Ausschluss jeglicher Gewährleistung, Garantie und Rücknahme, da Privatverkauf."
